customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status
30,75689,0,13.0,2,2,10000,13.48,3,1,8,1
33,75693,0,5.0,1,1,22000,10.25,3,1,10,1
27,77976,3,2.0,5,2,10000,13.85,7,2,5,0
29,59354,0,5.0,3,3,9600,13.67,9,2,10,0
27,75852,0,0.0,0,0,4000,9.32,7,1,9,1
33,78000,3,7.0,2,2,10000,13.06,3,2,9,0
30,59497,0,4.0,3,3,17000,16.89,3,0,8,0
29,75996,2,3.0,5,1,8000,10.74,9,1,10,1
32,84456,3,5.0,0,1,10000,9.88,2,1,10,1
33,84996,3,17.0,1,0,10000,8.0,3,1,10,1
27,84996,3,12.0,4,1,10000,10.51,7,1,7,1
29,76000,2,13.0,3,3,28000,16.77,9,1,10,1
33,85000,3,0.0,4,1,10000,11.011821205538963,3,1,5,1
30,85000,3,4.0,2,0,10000,6.62,3,1,9,1
27,76000,0,7.0,1,1,6400,10.65,7,1,7,1
28,70000,0,12.0,0,0,9000,5.42,8,0,7,0
34,85000,3,3.0,2,2,10000,12.87,4,1,7,1
30,85000,3,0.0,0,2,10000,13.16,3,2,10,1
27,76000,0,11.0,0,0,12000,11.011821205538963,7,1,6,1
35,76000,0,6.0,4,0,10000,5.42,5,1,10,1
30,76000,0,5.0,2,0,6250,7.88,3,1,10,1
27,85248,3,0.0,3,1,10000,9.99,7,1,9,1
27,76000,0,2.0,0,1,10000,10.99,7,1,9,1
29,88000,3,7.0,2,0,10000,7.51,9,1,5,1
27,88000,3,4.0,5,0,10000,7.51,7,1,7,1
31,89000,3,1.0,5,1,10000,10.99,1,1,9,1
27,89904,3,1.0,1,1,10000,10.0,7,1,5,1
34,70000,0,7.0,0,1,17000,11.14,4,0,8,0
31,78000,3,15.0,1,2,10000,14.27,1,0,10,0
27,90000,3,7.0,5,2,10000,14.27,7,2,8,1
30,76080,0,8.0,2,1,12000,11.14,3,1,5,1
29,76176,0,12.0,3,0,4800,6.99,9,1,7,1
30,76200,0,3.0,2,0,3200,8.49,3,1,7,1
29,76200,0,13.0,1,0,20000,6.91,9,1,7,1
33,76248,0,17.0,3,0,10400,7.66,3,1,5,1
27,90000,3,4.0,2,0,10000,7.49,7,1,10,1
30,90000,3,14.0,4,3,10000,15.62,3,2,6,1
30,76404,0,14.0,3,0,12000,6.54,3,1,5,1
27,90000,3,3.0,0,0,10000,7.66,7,1,7,1
28,76500,0,12.0,3,1,10000,12.42,8,1,7,1
29,76500,0,13.0,1,0,13475,8.94,9,1,9,1
32,90000,3,2.0,0,1,10000,11.12,2,1,8,1
29,76596,0,14.0,2,2,17600,13.16,9,1,7,1
30,90000,3,4.0,1,3,10000,14.18,3,2,10,1
27,76788,0,0.0,0,1,17000,12.42,7,1,10,1
27,60174,0,11.0,3,1,3025,10.99,7,0,10,0
27,76800,0,3.0,1,1,5000,11.49,7,1,7,1
27,70800,0,0.0,1,4,20000,21.21,7,2,8,0
28,76992,0,8.0,1,1,1800,12.18,8,1,8,1
31,77000,0,4.0,5,2,10000,14.65,1,1,5,1
32,77000,0,9.0,1,3,10000,16.77,2,2,8,1
30,80004,3,2.0,0,1,10000,12.21,3,0,6,0
31,77000,0,15.0,2,1,6000,12.69,1,1,8,1
27,77000,0,12.0,1,0,4900,6.03,7,1,7,1
28,77000,0,4.0,0,1,2600,11.71,8,1,5,1
29,93000,3,1.0,2,1,10000,11.14,9,1,8,1
33,77000,0,9.0,4,0,12000,7.29,3,1,10,1
27,77000,0,11.0,5,1,18500,11.11,7,1,10,1
34,95000,3,7.0,3,1,10000,9.99,4,1,6,1
30,77000,0,4.0,0,0,8000,7.14,3,1,7,1
35,60350,0,15.0,3,3,25000,16.82,5,1,5,1
29,95000,3,1.0,4,1,10000,10.38,9,1,5,1
29,77000,0,3.0,4,0,5000,7.14,9,1,7,1
30,77000,0,5.0,0,0,1500,6.39,3,1,7,1
30,77000,0,2.0,4,1,25000,12.18,3,1,10,1
27,71000,2,0.0,5,3,5000,17.39,7,0,9,0
27,102000,3,2.0,2,0,10150,11.011821205538963,7,1,6,1
28,77000,0,5.0,4,1,15000,12.21,8,1,5,1
27,146000,3,3.0,5,2,10175,12.99,7,0,6,0
35,77040,0,8.0,2,0,5900,5.99,5,1,7,1
29,44000,3,0.0,1,1,10200,10.2,9,1,8,1
27,77065,0,11.0,4,0,23700,6.17,7,1,10,1
27,48000,3,5.0,3,1,10200,10.38,7,1,10,1
28,54400,3,0.0,3,3,10200,16.89,8,0,5,0
29,77248,0,13.0,2,2,21600,13.85,9,2,7,1
28,90000,3,1.0,4,0,10200,8.9,8,1,8,1
35,77268,0,11.0,1,2,7500,11.03,5,1,7,1
30,77270,0,9.0,2,0,3000,7.74,3,1,5,1
29,77367,2,12.0,1,0,1000,7.37,9,1,9,1
31,21000,3,15.0,3,0,11000,8.59,1,0,6,0
29,71400,0,14.0,4,2,10000,14.27,9,0,8,0
28,77500,2,3.0,1,0,8000,8.49,8,1,7,1
32,77500,0,3.0,4,1,13000,11.011821205538963,2,1,10,1
30,77500,0,2.0,0,0,9000,7.88,3,1,7,1
27,30000,3,8.0,0,1,11000,9.91,7,0,10,0
28,77544,0,2.0,4,3,15000,16.63,8,2,5,1
28,71652,0,11.0,4,4,25000,20.03,8,0,9,0
33,32400,3,8.0,1,0,11000,6.99,3,0,10,0
31,77940,0,3.0,0,1,16250,10.99,1,1,10,1
29,78000,0,2.0,4,0,18000,6.62,9,1,5,1
33,78000,0,17.0,3,2,3200,13.49,3,1,6,1
29,35000,3,4.0,3,0,11000,8.59,9,0,10,0
33,78000,0,6.0,3,2,20000,15.96,3,1,10,1
28,78000,0,0.0,2,0,19700,7.9,8,1,9,1
28,78000,0,7.0,2,1,10000,9.91,8,1,5,1
27,120000,3,2.0,0,1,11050,12.69,7,1,7,1
31,72000,0,4.0,1,2,9000,15.96,1,2,5,0
30,78000,0,1.0,5,2,26000,15.96,3,2,5,1
28,78000,0,12.0,3,1,12000,10.99,8,1,10,1
27,39000,3,6.0,0,2,11100,11.011821205538963,7,2,9,0
27,61200,0,3.0,3,0,13000,8.49,7,0,10,0
28,78000,0,1.0,2,2,5000,12.99,8,2,7,1
32,78000,0,3.0,0,0,8000,6.99,2,1,10,1
29,72000,0,12.0,0,3,12000,15.62,9,2,9,0
35,78000,0,9.0,2,1,9450,10.99,5,1,8,1
29,78000,0,0.0,4,1,9600,11.011821205538963,9,1,5,1
32,50000,3,3.0,2,1,11100,10.59,2,1,10,1
31,75000,3,5.0,2,0,11100,6.03,1,1,5,1
27,78000,0,6.0,5,3,15275,16.89,7,1,6,1
33,34000,3,17.0,0,3,11175,14.96,3,0,8,0
30,30809,3,1.0,1,1,11200,11.99,3,0,7,0
33,78000,0,17.0,5,3,10000,11.011821205538963,3,1,10,1
34,33500,3,0.0,5,1,11200,12.21,4,0,9,0
28,78000,0,5.0,0,0,12000,5.79,8,1,5,1
31,34800,3,7.0,0,2,11200,13.23,1,2,7,0
29,34900,3,2.0,3,1,11200,9.99,9,0,10,0
33,35000,3,5.0,3,1,11200,10.36,3,0,9,0
31,35000,3,3.0,3,1,11200,11.12,1,0,6,0
27,78000,0,0.0,2,0,5000,5.42,7,1,7,1
30,78000,0,2.0,1,1,20000,11.11,3,1,5,1
31,78000,0,9.0,2,0,5000,5.79,1,1,10,1
29,78000,2,13.0,5,0,14400,11.011821205538963,9,1,7,1
28,78000,0,12.0,2,1,13000,11.011821205538963,8,1,9,1
31,78000,0,6.0,5,1,8000,10.0,1,1,6,1
35,78000,0,9.0,0,0,10000,6.54,5,1,8,1
27,78000,0,2.0,3,1,7000,9.62,7,1,6,1
28,78000,2,12.0,3,0,5250,5.79,8,1,10,1
30,78000,0,2.0,1,1,10800,10.36,3,1,9,1
33,45600,3,0.0,0,0,11200,5.79,3,0,8,0
31,46000,3,4.0,0,2,11200,14.27,1,2,6,1
28,46739,3,0.0,3,2,11200,13.48,8,1,8,1
27,72000,0,11.0,4,1,5000,11.86,7,0,10,0
27,78000,2,3.0,3,3,12000,15.58,7,1,7,1
31,48000,3,5.0,1,1,11200,11.011821205538963,1,1,5,1
28,48000,3,1.0,4,2,11200,14.26,8,1,6,1
32,78000,0,5.0,0,0,5400,7.88,2,1,6,1
30,46800,3,7.0,1,2,11200,13.98,3,2,7,0
33,55259,3,15.0,1,3,11200,17.49,3,1,5,1
35,40000,2,3.0,4,2,11325,15.96,5,2,10,1
29,78000,0,13.0,5,2,10000,12.73,9,1,7,1
29,60000,3,2.0,5,2,11200,14.22,9,2,10,1
27,78000,2,4.0,5,1,6000,12.18,7,1,10,1
27,78000,0,1.0,5,0,5125,8.59,7,1,8,1
33,78000,0,3.0,3,1,20000,12.18,3,1,8,1
27,78000,2,2.0,4,0,15000,8.94,7,1,7,1
28,63000,3,1.0,1,2,11200,12.99,8,2,7,1
35,72000,0,2.0,1,3,20000,16.7,5,2,9,1
32,63800,3,6.0,2,3,11200,14.74,2,1,8,1
34,60500,3,3.0,0,3,11200,15.62,4,2,10,0
29,61200,0,2.0,3,4,15000,17.58,9,0,5,0
33,70000,3,0.0,1,0,11200,8.94,3,1,6,1
30,72000,0,5.0,2,1,7500,9.76,3,0,9,0
30,69000,3,3.0,1,1,11200,12.42,3,0,6,0
30,75000,3,6.0,3,2,11200,13.16,3,2,5,1
32,78096,0,4.0,1,1,10000,10.99,2,1,5,1
34,74000,3,3.0,1,2,11200,11.66,4,0,10,0
35,78252,0,19.0,5,3,30000,17.58,5,1,8,1
35,83000,3,19.0,4,1,11200,10.65,5,1,10,1
28,85000,3,7.0,0,1,11200,9.91,8,1,10,1
29,78300,0,1.0,5,4,10000,18.09,9,2,9,1
34,78301,0,6.0,0,0,17000,6.62,4,1,9,1
32,78400,0,2.0,1,1,1200,10.0,2,1,5,1
29,87500,3,2.0,1,1,11200,11.011821205538963,9,1,8,1
31,78408,0,10.0,5,1,15000,12.18,1,1,8,1
30,78411,1,15.0,5,1,15850,11.14,3,1,5,1
28,78465,2,9.0,5,1,14000,11.36,8,1,10,1
27,101000,3,2.0,0,1,11200,10.99,7,1,6,1
31,79050,3,7.0,3,2,11200,13.99,1,0,8,0
35,78750,0,3.0,0,2,10750,12.23,5,1,8,1
35,78862,0,14.0,1,3,25000,12.49,5,2,9,1
29,42000,3,1.0,3,1,11300,9.99,9,1,5,1
35,56472,3,5.0,2,3,11300,14.42,5,1,7,1
28,78996,0,10.0,2,2,12000,13.16,8,2,5,1
29,25000,3,4.0,1,1,11325,11.011821205538963,9,0,5,0
33,43200,3,6.0,0,0,11350,7.88,3,0,7,0
31,35000,3,1.0,5,0,11400,6.91,1,0,8,0
27,79000,0,6.0,5,0,13000,11.011821205538963,7,1,8,1
31,79000,0,14.0,0,2,20000,13.49,1,1,6,1
32,79000,0,0.0,2,0,7800,11.011821205538963,2,1,8,1
30,79000,0,11.0,0,2,20000,13.72,3,1,10,1
27,52500,3,7.0,4,0,11425,7.51,7,1,7,1
27,79000,0,4.0,4,0,9000,6.76,7,1,10,1
30,79000,0,14.0,4,0,7500,7.14,3,1,8,1
27,79000,0,11.0,2,3,2875,14.59,7,2,10,1
32,30000,3,1.0,3,1,11450,9.99,2,0,6,0
27,73000,0,0.0,2,1,10500,11.83,7,0,6,0
29,79000,0,1.0,0,0,7000,11.011821205538963,9,1,9,1
28,79000,0,4.0,5,3,2000,16.0,8,2,10,1
34,79000,0,1.0,4,0,4800,9.32,4,1,6,1
30,79000,0,3.0,2,0,6000,9.63,3,1,8,1
31,79000,0,1.0,0,0,5000,8.0,1,1,9,1
29,40000,3,7.0,4,0,11450,8.49,9,1,5,1
30,65000,3,14.0,4,2,11475,13.72,3,1,6,1
28,22188,3,9.0,1,0,11500,8.49,8,0,5,0
31,79100,0,4.0,3,0,19150,6.99,1,1,7,1
33,79112,0,17.0,5,1,4000,10.36,3,1,6,1
28,25200,3,5.0,4,3,11500,14.46,8,2,6,0
27,79200,2,1.0,2,3,15000,17.14,7,1,8,1
27,30000,3,2.0,5,1,11500,10.36,7,0,6,0
30,79416,0,12.0,3,2,6000,13.49,3,2,8,1
27,30000,3,6.0,5,1,11500,10.36,7,0,7,0
33,79440,0,12.0,3,2,5525,13.85,3,2,9,1
30,32000,3,15.0,5,2,11500,15.23,3,0,6,0
29,32000,3,3.0,3,2,11500,14.22,9,0,7,0
35,79500,0,5.0,4,3,9600,14.61,5,2,5,1
28,79536,0,12.0,4,0,16425,7.9,8,1,8,1
27,34928,3,1.0,2,3,11500,16.0,7,0,5,0
30,36000,3,5.0,1,2,11500,15.27,3,2,8,0
32,40000,2,2.0,5,2,7000,12.68,2,2,10,1
28,30000,3,0.0,3,3,11500,14.46,8,2,5,0
35,79750,0,5.0,0,1,35000,11.99,5,1,5,1
27,38500,3,0.0,0,1,11500,12.42,7,1,9,1
31,79800,0,3.0,4,0,5000,6.91,1,1,9,1
29,79800,0,2.0,0,0,6000,7.14,9,1,8,1
32,79872,0,4.0,0,2,12000,12.68,2,1,10,1
29,79894,0,7.0,5,3,20000,14.96,9,2,10,1
33,79985,0,6.0,1,4,8000,21.36,3,1,5,1
28,40000,2,2.0,5,1,5000,10.0,8,1,5,1
28,79995,2,3.0,4,2,15000,11.011821205538963,8,1,10,1
35,48000,3,3.0,3,1,11500,11.11,5,1,9,1
35,50000,3,4.0,4,1,11500,12.42,5,1,8,1
35,40000,2,0.0,4,0,5000,6.92,5,1,5,1
28,80000,0,5.0,2,1,9000,12.69,8,1,6,1
29,74000,3,13.0,2,1,11500,11.71,9,1,10,1
32,74500,3,1.0,5,0,11500,7.05,2,1,8,1
33,92259,3,2.0,1,1,11500,10.0,3,1,7,1
35,110000,3,2.0,5,1,11500,11.49,5,1,10,1
27,78262,3,4.0,2,1,11525,11.011821205538963,7,1,8,1
32,65000,3,2.0,2,2,11600,13.49,2,2,8,1
34,74000,0,13.0,5,2,10000,15.96,4,2,10,0
27,80000,0,11.0,4,0,8500,6.03,7,1,6,1
32,25000,3,4.0,3,2,11700,12.68,2,2,10,0
31,35000,3,6.0,3,2,11700,13.06,1,0,9,0
27,44004,3,1.0,1,3,11750,15.31,7,2,8,0
29,80000,0,13.0,1,0,10000,7.9,9,1,9,1
28,80000,0,12.0,0,0,12000,6.03,8,1,6,1
27,98000,3,3.0,1,2,11750,13.47,7,2,6,1
28,80000,2,12.0,1,0,8400,7.9,8,1,5,1
30,80000,0,2.0,1,0,3000,6.62,3,1,9,1
27,80000,0,11.0,1,1,7500,11.71,7,1,10,1
27,80000,0,4.0,4,0,6000,6.03,7,1,10,1
33,30000,3,3.0,0,1,11975,9.99,3,0,8,0
27,42000,3,1.0,3,1,11975,12.53,7,1,6,1
31,80000,0,13.0,1,0,20000,8.9,1,1,10,1
33,58344,3,5.0,5,3,11975,16.29,3,2,9,1
27,80000,0,7.0,0,1,7400,12.69,7,1,7,1
32,80000,0,15.0,5,0,12000,5.99,2,1,8,1
30,22452,3,2.0,5,0,12000,7.29,3,0,5,0
29,80000,0,14.0,2,0,25000,7.49,9,1,7,1
34,80000,0,4.0,2,1,11000,10.99,4,1,6,1
32,24000,3,2.0,3,0,12000,11.011821205538963,2,0,8,0
30,62900,0,2.0,3,1,10000,11.011821205538963,3,0,6,0
27,80000,0,2.0,1,0,12000,6.99,7,1,6,1
28,25000,3,1.0,3,1,12000,9.83,8,0,9,0
30,80000,0,0.0,2,0,11000,11.011821205538963,3,1,6,1
34,25200,3,6.0,4,2,12000,13.48,4,0,10,0
29,80000,0,5.0,3,1,22000,10.59,9,1,10,1
27,80000,0,5.0,4,2,35000,11.011821205538963,7,1,8,1
34,80000,0,3.0,5,0,3600,5.99,4,1,9,1
28,80000,0,6.0,2,1,4400,11.011821205538963,8,1,5,1
32,80000,0,14.0,0,0,15350,8.49,2,1,7,1
27,26237,3,0.0,5,2,12000,13.22,7,0,5,0
32,26400,3,12.0,5,0,12000,6.17,2,0,9,0
29,27000,3,1.0,0,3,12000,13.24,9,2,6,0
27,28000,3,8.0,3,0,12000,7.51,7,0,9,0
30,28000,3,5.0,4,2,12000,14.22,3,0,8,0
28,28080,3,0.0,0,0,12000,7.88,8,0,5,0
31,80000,0,7.0,4,1,25000,9.99,1,1,10,1
27,80000,0,6.0,3,1,23750,10.99,7,1,9,1
34,30000,3,2.0,4,0,12000,11.011821205538963,4,0,6,0
28,30000,3,4.0,0,0,12000,6.62,8,0,7,0
34,30000,3,2.0,2,0,12000,8.9,4,0,8,0
29,30000,3,0.0,4,1,12000,10.36,9,0,7,0
30,80000,0,7.0,5,1,16800,10.99,3,1,8,1
30,30000,3,4.0,0,3,12000,15.21,3,2,6,0
27,30000,3,5.0,1,1,12000,11.36,7,0,9,0
28,80000,0,11.0,4,0,16000,5.99,8,1,7,1
30,80000,0,1.0,1,1,4975,10.59,3,1,9,1
31,30000,3,4.0,0,1,12000,10.39,1,0,9,0
34,80000,0,5.0,4,0,12000,7.49,4,1,9,1
34,30412,3,4.0,3,1,12000,10.38,4,0,5,0
30,31200,3,0.0,4,3,12000,16.45,3,2,7,0
35,80000,2,5.0,4,3,15000,15.99,5,2,9,1
30,80000,0,2.0,5,2,6000,14.17,3,2,6,1
31,74000,0,13.0,5,2,1500,12.68,1,0,10,0
31,80000,0,4.0,2,2,16000,13.8,1,1,9,1
29,32000,3,3.0,4,0,12000,11.011821205538963,9,0,9,0
31,80000,0,6.0,1,0,12750,7.29,1,1,10,1
27,80000,0,0.0,4,1,8000,9.63,7,1,6,1
28,32000,3,12.0,0,0,12000,7.88,8,0,9,0
28,32400,3,3.0,0,2,12000,14.26,8,0,10,0
31,80000,0,10.0,3,0,10000,11.011821205538963,1,1,5,1
29,32800,3,13.0,3,3,12000,16.45,9,0,9,0
32,33000,3,1.0,1,0,12000,6.54,2,0,8,0
28,80000,0,5.0,2,2,15000,14.17,8,1,8,1
28,80000,0,0.0,2,1,6500,11.11,8,1,7,1
27,80000,0,3.0,0,1,3000,11.11,7,1,7,1
27,33000,3,3.0,3,1,12000,10.75,7,0,5,0
28,33280,3,6.0,4,0,12000,7.66,8,0,9,0
27,80000,0,0.0,0,2,10000,12.68,7,1,5,1
33,80000,0,9.0,5,1,6000,11.11,3,1,7,1
27,80000,0,11.0,4,0,16000,6.91,7,1,5,1
33,80000,0,5.0,2,3,24000,14.46,3,1,6,1
31,80000,0,4.0,2,1,12400,9.99,1,1,6,1
30,80000,0,4.0,0,0,10750,6.17,3,1,5,1
28,80000,2,1.0,3,0,3000,6.54,8,1,9,1
31,34000,3,0.0,3,2,12000,13.16,1,2,9,0
27,80000,0,4.0,3,0,15000,6.54,7,1,8,1
31,80000,2,13.0,3,0,12000,5.79,1,1,10,1
27,40000,2,11.0,1,0,6400,9.32,7,1,6,1
29,34999,3,2.0,3,1,12000,11.58,9,0,10,0
29,80000,0,14.0,2,3,5000,15.21,9,1,6,1
27,35000,3,8.0,4,1,12000,9.91,7,0,8,0
29,80000,0,2.0,2,0,4500,6.76,9,1,10,1
27,35000,3,0.0,1,0,12000,7.29,7,0,6,0
28,80000,0,8.0,1,0,9600,7.51,8,1,6,1
29,74000,0,3.0,1,3,3000,16.32,9,0,6,0
35,80000,0,8.0,2,1,15000,11.011821205538963,5,1,9,1
35,36000,3,9.0,3,3,12000,16.29,5,0,9,0
29,36000,3,13.0,3,0,12000,7.49,9,0,10,0
29,36000,3,6.0,5,0,12000,7.49,9,0,7,0
27,80000,0,3.0,2,1,14500,10.75,7,1,6,1
28,36000,3,2.0,5,0,12000,5.42,8,0,10,0
27,80000,0,4.0,0,1,24000,11.12,7,1,10,1
33,36000,3,9.0,4,0,12000,7.29,3,0,6,0
32,80000,0,6.0,1,0,13000,7.88,2,1,10,1
29,36000,3,1.0,0,1,12000,12.21,9,0,9,0
30,36400,3,2.0,3,1,12000,10.65,3,0,9,0
28,36888,3,5.0,3,2,12000,11.011821205538963,8,2,7,0
28,80000,0,13.0,4,1,21000,11.36,8,1,7,1
32,37076,3,3.0,4,1,12000,12.42,2,0,7,0
27,80000,0,1.0,0,1,20000,11.36,7,1,5,1
30,80000,0,6.0,2,1,12000,11.011821205538963,3,1,8,1
33,80000,0,1.0,2,0,6000,7.88,3,1,10,1
28,80000,0,12.0,5,0,2500,11.011821205538963,8,1,7,1
30,37500,3,5.0,1,1,12000,11.011821205538963,3,0,6,0
28,37500,3,4.0,0,2,12000,11.011821205538963,8,0,9,0
29,37920,3,2.0,4,2,12000,13.48,9,2,10,0
34,80000,0,7.0,1,1,19000,10.62,4,1,10,1
27,38000,3,0.0,3,0,12000,6.62,7,0,10,0
32,80000,2,2.0,5,1,10000,11.14,2,1,9,1
32,38000,3,2.0,1,1,12000,12.42,2,0,6,0
27,80000,2,11.0,1,1,5000,11.14,7,1,7,1
31,80000,0,5.0,5,0,6000,7.4,1,1,9,1
33,80000,0,4.0,3,1,12000,11.14,3,1,6,1
29,80000,2,0.0,5,2,24000,12.87,9,1,9,1
29,80000,0,2.0,4,0,5000,7.74,9,1,9,1
28,80000,0,1.0,4,0,3100,7.05,8,1,9,1
28,38295,3,5.0,4,2,12000,11.011821205538963,8,0,7,0
27,39996,2,1.0,5,1,8000,12.53,7,1,6,1
34,62900,0,11.0,3,0,18000,8.94,4,1,5,1
27,80000,0,11.0,4,1,20000,11.011821205538963,7,1,10,1
28,38500,3,2.0,4,1,12000,10.75,8,0,5,0
28,80000,0,12.0,0,1,12000,12.18,8,1,5,1
28,38643,3,7.0,4,1,12000,11.58,8,0,8,0
31,80000,0,6.0,1,1,7500,12.18,1,1,7,1
30,80000,0,14.0,5,2,8000,13.92,3,1,8,1
29,80000,0,13.0,2,2,16000,12.84,9,2,7,1
27,80000,2,2.0,4,1,9000,12.21,7,1,8,1
28,39000,3,0.0,0,2,12000,12.53,8,2,9,0
32,62900,0,5.0,3,3,2750,11.011821205538963,2,2,7,0
34,80000,0,4.0,2,3,12000,11.011821205538963,4,1,10,1
31,80000,0,0.0,3,1,15000,10.95,1,1,8,1
28,80000,0,8.0,1,2,13000,13.47,8,1,5,1
30,80000,2,0.0,4,3,8000,15.05,3,1,5,1
27,62900,0,1.0,3,1,8000,11.46,7,0,8,0
28,74000,0,6.0,5,3,7000,15.38,8,0,9,0
28,80000,2,2.0,2,2,16000,11.66,8,2,7,1
33,80000,2,12.0,2,2,9000,11.97,3,1,7,1
27,80000,0,11.0,1,0,5000,8.0,7,1,6,1
28,80000,0,1.0,2,3,20000,13.24,8,1,8,1
27,40000,3,4.0,3,1,12000,12.69,7,1,8,1
31,40000,3,5.0,3,1,12000,11.99,1,1,5,1
35,80004,0,2.0,4,1,3200,11.11,5,1,7,1
28,40000,3,12.0,5,1,12000,11.11,8,1,5,1
31,80004,0,9.0,3,2,3500,12.61,1,1,10,1
27,40000,3,8.0,3,1,12000,10.37,7,1,9,1
28,80004,0,5.0,3,0,12000,6.91,8,1,6,1
31,80004,0,9.0,3,1,5500,10.75,1,1,8,1
28,80004,0,2.0,5,1,22750,11.49,8,1,6,1
28,34000,3,0.0,1,3,12000,14.61,8,2,8,0
30,34000,3,0.0,0,2,12000,12.87,3,0,6,0
35,80004,0,0.0,0,1,14400,10.95,5,1,5,1
32,40000,3,3.0,0,1,12000,11.89,2,1,10,1
30,40000,3,13.0,1,1,12000,9.2,3,1,8,1
30,34046,3,2.0,3,3,12000,14.96,3,2,6,0
32,34310,3,2.0,5,3,12000,14.96,2,2,8,0
30,80256,2,11.0,5,0,24000,7.49,3,1,7,1
34,80300,0,3.0,4,2,15000,12.73,4,2,9,1
35,80308,0,3.0,0,0,12000,7.88,5,1,10,1
29,41004,3,6.0,4,1,12000,10.0,9,1,7,1
28,74400,0,3.0,2,1,20000,11.011821205538963,8,0,8,0
29,80400,0,13.0,5,0,8000,7.14,9,1,10,1
32,42000,3,13.0,4,0,12000,7.51,2,1,8,1
31,42000,3,12.0,4,1,12000,11.011821205538963,1,1,9,1
27,42000,3,2.0,4,1,12000,10.65,7,1,7,1
29,80496,0,2.0,2,2,10000,13.72,9,1,10,1
28,80500,0,4.0,0,0,6000,7.74,8,1,5,1
28,80569,0,2.0,1,1,4000,9.63,8,1,7,1
28,42000,3,0.0,5,1,12000,11.11,8,1,9,1
34,80600,0,2.0,1,1,15000,12.21,4,1,6,1
27,36000,3,2.0,0,3,12000,14.09,7,2,10,0
31,36000,3,4.0,1,1,12000,10.36,1,0,8,0
28,80748,0,5.0,3,0,5000,7.51,8,1,9,1
27,80800,0,3.0,4,2,3000,11.011821205538963,7,1,10,1
30,42000,3,1.0,4,1,12000,9.88,3,1,8,1
31,42000,3,1.0,3,1,12000,10.99,1,1,9,1
33,42000,3,3.0,0,2,12000,13.57,3,1,7,1
35,81000,0,15.0,0,1,5400,11.011821205538963,5,1,5,1
28,81000,0,6.0,5,0,2500,5.99,8,1,6,1
30,42600,3,13.0,5,1,12000,11.71,3,1,8,1
30,42886,3,3.0,4,1,12000,10.59,3,1,10,1
29,81000,0,5.0,4,0,14000,7.66,9,1,9,1
27,81000,2,4.0,5,2,9000,13.43,7,2,9,1
32,81000,0,1.0,4,1,10000,10.37,2,1,10,1
33,81000,2,4.0,4,0,12000,6.17,3,1,8,1
28,81000,0,11.0,2,0,6000,6.17,8,1,10,1
34,39000,2,5.0,2,1,12000,11.99,4,1,6,1
29,37000,3,4.0,2,0,12000,9.63,9,0,7,0
27,43200,3,0.0,5,0,12000,8.94,7,1,5,1
31,81000,0,15.0,2,0,7200,9.63,1,1,8,1
29,81000,0,1.0,0,0,7750,9.32,9,1,10,1
27,81000,0,2.0,3,0,5500,8.0,7,1,8,1
29,75000,0,8.0,4,2,12000,13.16,9,2,7,0
28,81000,0,0.0,5,2,5000,12.53,8,1,9,1
33,75000,0,2.0,0,1,7500,10.08,3,0,9,0
27,39000,2,3.0,3,0,9600,5.79,7,1,10,1
32,44808,3,5.0,4,1,12000,11.011821205538963,2,1,8,1
28,81120,0,5.0,2,1,5200,11.49,8,1,7,1
30,81120,2,3.0,1,1,18000,10.75,3,1,10,1
32,81204,0,6.0,1,0,3600,7.88,2,1,9,1
34,45000,3,17.0,5,0,12000,6.03,4,1,9,1
29,45000,3,0.0,3,2,12000,12.99,9,2,7,1
29,81400,0,13.0,1,0,10000,11.011821205538963,9,1,8,1
28,45000,3,12.0,1,0,12000,5.42,8,1,10,1
31,81600,0,0.0,2,2,4000,13.57,1,1,7,1
33,81804,0,4.0,0,0,9000,8.0,3,1,8,1
29,75840,2,5.0,2,4,25000,21.27,9,0,6,0
29,81900,0,13.0,5,0,8000,7.66,9,1,10,1
32,45000,3,9.0,3,0,12000,7.88,2,1,6,1
33,45000,3,4.0,3,0,12000,7.88,3,1,6,1
28,81996,0,12.0,1,1,3000,12.42,8,1,5,1
29,39000,2,10.0,4,2,9000,12.72,9,2,9,1
35,45000,3,3.0,3,1,12000,11.26,5,1,5,1
35,82000,0,3.0,4,0,18800,7.51,5,1,10,1
29,76000,0,9.0,0,3,4400,16.29,9,2,10,0
28,82000,0,3.0,2,3,25000,16.29,8,1,5,1
27,82000,0,11.0,5,0,4000,7.9,7,1,10,1
33,82000,0,2.0,1,0,6000,7.51,3,1,10,1
29,82000,2,5.0,4,2,21000,14.65,9,2,5,1
27,82000,0,11.0,4,0,10000,7.51,7,1,9,1
29,82000,0,5.0,3,1,20000,10.99,9,1,7,1
28,46000,3,3.0,3,1,12000,11.011821205538963,8,1,8,1
31,82000,0,15.0,4,1,8000,11.99,1,1,5,1
29,46000,3,4.0,3,1,12000,10.74,9,1,10,1
32,82000,0,4.0,1,3,8000,16.89,2,1,8,1
28,40000,3,0.0,0,3,12000,15.57,8,0,7,0
33,82000,0,2.0,4,1,20000,10.99,3,1,10,1
